ticker,year,fp,end_date,Revenue,NetIncome,CurrentAssets,CurrentLiabilities
SOLS,2026,Q1,2026-03-31,991000000,105000000,2436000000.0,1705000000.0
SOLS,2025,FY,2025-12-31,3886000000,285000000,2388000000.0,1713000000.0
SOLS,2025,Q3,2025-09-30,2899000000,196000000,1878000000.0,1226000000.0
SOLS,2026,Q1,2025-03-31,897000000,134000000,,
SOLS,2025,FY,2024-12-31,3770000000,594000000,,
SOLS,2025,Q3,2024-09-30,2857000000,152000000,,
SOLS,2025,FY,2023-12-31,3649000000,621000000,,
