ticker,year,fp,K,KI,KR,KF,IA,RA,FA,IS,RS,FS
CRCL,2025,Q2,0.027,0.853,0.0331,0.9534,1.0,0.0471,1.0084,1.1723,1.4196,1.0577
CRCL,2025,Q3,0.4019,0.5717,0.7206,0.9755,1.0,1.0,1.0099,1.7491,1.3877,1.0352
CRCL,2025,FY,0.2957,0.6219,0.4775,0.9959,1.0,0.6124,1.0108,1.608,1.2825,1.015
CRCL,2026,Q1,0.5984,0.6909,0.8792,0.9852,1.0,1.0865,1.0109,1.4474,1.2358,1.0261
