ticker,year,fp,K,KI,KR,KF,IA,RA,FA,IS,RS,FS
SN,2025,FY,0.8374,0.7739,0.9807,1.1033,1.0,1.1231,1.2675,1.2922,1.1452,1.1488
SN,2026,Q1,0.8706,0.7272,0.9529,1.2564,1.0,1.0941,1.3345,1.3751,1.1482,1.0622
